parliament_N	parlament_N
particular_A	bestimmt_A
partly_R	teilweise_R
party_N	partei_N
patient_N	patient_N
pay_V	zahlen_V
payment_N	zahlung_N
performance_N	leistung_N
permanent_A	ständig_A
permit_N	genehmigung_N
permit_V	erlauben_V
person_N	person_N
personal_A	personenbezogen_A
personal_A	persönlich_A
pertain_V	gehören_V
physical_A	physisch_A
physician_N	arzt_N
physiological_A	physiologisch_A
place_N	ort_N
plaintiff_N	kläger_N
planning_N	planung_N
political_A	politisch_A
position_N	stelle_N
possibility_N	möglichkeit_N
possible_A	möglich_A
potential_A	möglich_A
practical_A	praktisch_A
prejudicial_A	abträglich_A
preparation_N	vorbereitung_N
prevention_N	prävention_N
private_A	privat_A
procedure_N	maßnahme_N
process_V	verarbeiten_V
processing_N	verarbeitung_N
product_N	produkt_N
profession_N	beruf_N
progress_N	fortschritt_N
prohibit_V	verbieten_V
prohibition_N	verbot_N
project_N	projekt_N
proposal_N	vorschlag_N
protect_V	schützen_V
protection_N	schutz_N
provision_N	maßnahme_N
public_A	öffentlich_A
publication_N	veröffentlichung_N
purpose_N	zweck_N
pursue_V	verfolgen_V
qualification_N	qualifikation_N
quality_N	qualität_N
question_N	frage_N
race_N	rasse_N
react_V	reagieren_V
reason_N	grund_N
reasonable_A	vernünftig_A
recipient_N	empfänger_N
recognition_N	anerkennung_N
recommendation_N	empfehlung_N
record_N	aufzeichnung_N
reference_N	bezug_N
refusal_N	ablehnung_N
regional_A	regional_A
register_N	register_N
regular_A	regelmäßig_A
relationship_N	beziehung_N
religion_N	religion_N
religious_A	religiös_A
remain_V	bleiben_V
report_N	bericht_N
report_V	berichten_V
require_V	erfordern_V
requirement_N	bedingung_N
research_N	forschung_N
researcher_N	forscher_N
resignation_N	rücktritt_N
resource_N	ressource_N
respective_A	jeweilig_A
response_N	antwort_N
responsibility_N	verantwortung_N
responsible_A	verantwortlich_A
restrict_V	beschränken_V
restriction_N	beschränkung_N
result_N	ergebnis_N
revocation_N	widerruf_N
revoke_V	widerrufen_V
right_N	recht_N
risk_N	risiko_N
rule_N	regel_N
safety_N	sicherheit_N
sample_N	probe_N
scientific_A	wissenschaftlich_A
scope_N	umfang_N
seal_N	siegel_N
section_N	abschnitt_N
security_N	sicherheit_N
see_V	sehen_V
serve_V	dienen_V
service_N	dienst_N
setting_N	einstellung_N
sexual_A	sexuell_A
she_P	sie_P
short_A	kurz_A
similar_A	ähnlich_A
simple_A	einfach_A
simultaneous_A	gleichzeitig_A
single_A	einzeln_A
situation_N	situation_N
size_N	größe_N
small_A	klein_A
so_R	so_R
social_A	sozial_A
society_N	gesellschaft_N
sole_A	einzig_A
solution_N	lösung_N
source_N	quelle_N
specific_A	spezifisch_A
specification_N	spezifikation_N
sport_N	sport_N
standard_N	standard_N
state_N	stand_N
statistical_A	statistisch_A
status_N	status_N
step_N	schritt_N
structure_N	struktur_N
subject_N	gegenstand_N
subsequent_A	folgend_A
sufficient_A	ausreichend_A
suitable_A	geeignet_A
summary_N	zusammenfassung_N
superfluous_A	überflüssig_A
supervision_N	aufsicht_N
support_N	unterstützung_N
symbol_N	symbol_N
system_N	system_N
systematic_A	systematisch_A
task_N	aufgabe_N
tax_N	steuer_N
team_N	team_N
technical_A	technisch_A
technology_N	technologie_N
text_N	text_N
that_D	dass_C
that_S	dass_C
that_W	dass_C
the_D	der_D
the_D	der_P
the_N	der_D
the_N	der_P
then_R	dann_R
theory_N	theorie_N
they_P	sie_P
they_P	sie_P
this_D	dieser_D
this_D	dieser_P
this_N	dieser_D
this_N	dieser_P
thought_N	gedanke_N
time_N	zeit_N
title_N	titel_N
to_N	zu_S
together_R	zusammen_R
totalitarian_A	totalitär_A
translation_N	übersetzung_N
treatment_N	behandlung_N
treaty_N	vertrag_N
unambiguous_A	eindeutig_A
understand_V	verstehen_V
undertaking_N	unternehmen_N
unfounded_A	unbegründet_A
unlikely_A	unwahrscheinlich_A
urgent_A	dringend_A
valid_A	gültig_A
value_N	wert_N
voluntary_A	freiwillig_A
vote_N	stimme_N
way_N	weg_N
way_N	weise_N
week_N	woche_N
which_W	der_P
work_N	arbeit_N
worldwide_A	weltweit_A
year_N	jahr_N
yet_R	noch_R
